,index,x0,w,sigma,c,t,iata,latitude,longitude,country,state,region,hub
138,138,-39.35151402229824,1.342936257692404,0.2514865541008847,0.4841483834760242,70.68591703799864,SEA,47.44722222,-122.30555556,US,WA,west,no
139,139,-39.77053251354805,1.3752145960836677,0.2514865541008847,0.4841483834760242,70.68591703799864,SFO,37.61888889,-122.375,US,CA,west,no
140,140,-40.21984035465132,1.0907931735681973,0.2514865541008847,0.4841483834760242,70.68591703799864,SJC,37.36277778,-121.94055556,US,CA,west,no
141,141,-39.787390617234195,1.0081498606703072,0.2514865541008847,0.4841483834760242,70.68591703799864,SMF,38.69555556,-121.58972222,US,CA,west,no
142,142,-38.161869833276604,0.9593724996136539,0.2514865541008847,0.4841483834760242,70.68591703799864,SNA,33.67555556,-117.86694444,US,CA,west,no
143,143,-53.651701651255095,0.008250467368782875,0.2514865541008847,0.4841483834760242,70.68591703799864,SVC,32.63194444,-108.15388889,US,NM,west,no
144,144,49.701286706792054,0.6410633526374946,0.2514865541008847,0.4841483834760242,70.68591703799864,TLH,30.39972222,-84.35194444,US,FL,east,no
145,145,-46.0404094970126,1.2454899160529267,0.2514865541008847,0.4841483834760242,70.68591703799864,TPA,27.97305556,-82.53527778,US,FL,east,no
146,146,-40.08800282220839,1.1339431777515632,0.2514865541008847,0.4841483834760242,70.68591703799864,TUS,32.11611111,-110.94055556,US,AZ,west,no
147,147,-13.200480780342586,0.02240274754630109,0.2514865541008847,0.4841483834760242,70.68591703799864,ABR,45.44972222,-98.42166667,US,SD,centre,no
148,148,-14.425407682312022,0.01781662868434616,0.2514865541008847,0.4841483834760242,70.68591703799864,ATY,44.90888889,-97.15416667,US,SD,centre,no
149,149,35.62579600570891,0.022531831734512744,0.2514865541008847,0.4841483834760242,70.68591703799864,ABY,31.53222222,-84.19611111,US,GA,east,no
150,150,23.71431204163404,0.030299727831292766,0.2514865541008847,0.4841483834760242,70.68591703799864,GLH,33.48444444,-90.985,US,MS,centre,no
151,151,-33.814257257104764,0.03369712195438967,0.2514865541008847,0.4841483834760242,70.68591703799864,SDM,32.57222222,-116.97944444,US,CA,west,no
152,152,3.6448393397942556,0.13501173452389523,0.2514865541008847,0.4841483834760242,70.68591703799864,ACK,41.25666667,-70.05972222,US,MA,east,no
153,153,15.428308328132323,0.0076828540718706356,0.2514865541008847,0.4841483834760242,70.68591703799864,BDR,41.16416667,-73.12444444,US,CT,east,no
154,154,-82.42803625274892,0.010614551637585977,0.2514865541008847,0.4841483834760242,70.68591703799864,CT1,41.69027778,-72.86472222,US,CT,east,no
155,155,4.612521205537283,0.023981113398829215,0.2514865541008847,0.4841483834760242,70.68591703799864,EWB,41.67694444,-70.95916667,US,MA,east,no
156,156,-6.172783823538877,0.19291931806350807,0.2514865541008847,0.4841483834760242,70.68591703799864,FRG,40.72944444,-73.415,US,NY,east,no
157,157,-27.08449866589464,0.02160974957025663,0.2514865541008847,0.4841483834760242,70.68591703799864,HFD,41.73333333,-72.65,US,CT,east,no
158,158,2.5848087303673615,0.0878620855108741,0.2514865541008847,0.4841483834760242,70.68591703799864,HTO,40.95944444,-72.25166667,US,NY,east,no
159,159,4.427623173351665,0.058844521490008316,0.2514865541008847,0.4841483834760242,70.68591703799864,HVN,41.26527778,-72.88833333,US,CT,east,no
160,160,-26.310421023370672,0.06462691838304399,0.2514865541008847,0.4841483834760242,70.68591703799864,HYA,41.66583333,-70.28055556,US,MA,east,no
161,161,5.207634421818013,0.07967402442232857,0.2514865541008847,0.4841483834760242,70.68591703799864,MMU,40.79916667,-74.41583333,US,NJ,east,no
162,162,-0.08324826616142825,0.08493787177339344,0.2514865541008847,0.4841483834760242,70.68591703799864,MVY,41.39277778,-70.61666667,US,MA,east,no
163,163,17.81769076923087,0.0219266355967033,0.2514865541008847,0.4841483834760242,70.68591703799864,OWD,42.19194444,-71.17722222,US,MA,east,no
164,164,5.2329778421518585,0.11937300038793215,0.2514865541008847,0.4841483834760242,70.68591703799864,OXC,41.47861111,-73.13527778,US,CT,east,no
165,165,4.77536951846413,0.5457601293041123,0.2514865541008847,0.4841483834760242,70.68591703799864,TEB,40.84972222,-74.06222222,US,NJ,east,no
166,166,-8.612845427612095,0.027369651357567,0.2514865541008847,0.4841483834760242,70.68591703799864,ZXU,41.59722222,-71.41222222,US,RI,east,no
167,167,-12.76988426123482,0.1424101451702369,0.2514865541008847,0.4841483834760242,70.68591703799864,ACT,31.61138889,-97.22861111,US,TX,centre,no
168,168,3.5709555212116584,0.1309722465361709,0.2514865541008847,0.4841483834760242,70.68591703799864,COU,38.81361111,-92.21916667,US,MO,centre,no
169,169,-9.647372419847791,0.1424167613999337,0.2514865541008847,0.4841483834760242,70.68591703799864,FOE,38.9525,-95.6625,US,KS,centre,no
170,170,46.138477887078594,0.46041036213889364,0.2514865541008847,0.4841483834760242,70.68591703799864,LAN,42.77916667,-84.58833333,US,MI,east,no
171,171,-27.382773053741808,0.09257815392383158,0.2514865541008847,0.4841483834760242,70.68591703799864,MHK,39.14222222,-96.66888889,US,KS,centre,no
172,172,-19.695536565341385,0.11182481078087428,0.2514865541008847,0.4841483834760242,70.68591703799864,SWO,36.15888889,-97.08555556,US,OK,centre,no
173,173,17.05993667139853,0.09735614062031774,0.2514865541008847,0.4841483834760242,70.68591703799864,TUP,34.25888889,-88.76722222,US,MS,centre,no
174,174,49.11418931449041,1.1752106151916928,0.2514865541008847,0.4841483834760242,70.68591703799864,TYS,35.81222222,-83.9925,US,TN,east,no
175,175,-38.58871613888928,0.06992099990654638,0.2514865541008847,0.4841483834760242,70.68591703799864,ACV,40.97916667,-124.1075,US,CA,west,no
